TimeOffset,UpdateTime,ParentName,ParentConfirmedCount,ParentSuspectedCount,ParentCuredCount,ParentDeadCount,ParentTreatingCount,ParentCuredRate,ParentDeadRate,ParentTreatingRate,ParentDeadDivideCured,ParentCuredDivideDead,ParentConfirmedNorm,ParentSuspectedNorm,ParentCuredNorm,ParentDeadNorm,ParentTreatingNorm,ParentDeadDivideCuredNorm,ParentCuredDivideDeadNorm,ParentTatalConfirmedNorm,ParentTatalSuspectedNorm,ParentTatalCuredNorm,ParentTatalDeadNorm,ParentTatalTreatingNorm
8.353518,"2020-02-01 08:29:04",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
17.58954,"2020-02-10 14:08:56",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
17.64382,"2020-02-10 15:27:06",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
17.83306,"2020-02-10 19:59:36",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
17.85282,"2020-02-10 20:28:04",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
18.31115,"2020-02-11 07:28:03",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
18.34921,"2020-02-11 08:22:52",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
18.39648,"2020-02-11 09:30:56",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
18.7851,"2020-02-11 18:50:33",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
18.80635,"2020-02-11 19:21:09",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
19.31034,"2020-02-12 07:26:53",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
19.38577,"2020-02-12 09:15:31",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
19.93311,"2020-02-12 22:23:41",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.01333,"2020-02-13 00:19:12",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.01841,"2020-02-13 00:26:31",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.04012,"2020-02-13 00:57:46",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.2886,"2020-02-13 06:55:35",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.34736,"2020-02-13 08:20:12",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.56064,"2020-02-13 13:27:19",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.76851,"2020-02-13 18:26:39",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
20.80861,"2020-02-13 19:24:24",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
21.30556,"2020-02-14 07:20:00",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
21.30701,"2020-02-14 07:22:06",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
22.31102,"2020-02-15 07:27:52",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
22.4747,"2020-02-15 11:23:34",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
23.75625,"2020-02-16 18:09:00",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
23.97936,"2020-02-16 23:30:17",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
33.49454,"2020-02-26 11:52:08",瑞典,1,0,0,0,1,0,0,1,,,0.0007818608,,0,0,0.0007886435,,,3.355176E-06,,0,0,1.974996E-05
34.30268,"2020-02-27 07:15:52",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
34.33561,"2020-02-27 08:03:17",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
34.56128,"2020-02-27 13:28:15",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
34.83124,"2020-02-27 19:56:59",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
35.29784,"2020-02-28 07:08:53",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
35.31768,"2020-02-28 07:37:28",瑞典,2,0,0,0,2,0,0,1,,,0.001563722,,0,0,0.001577287,,,6.710351E-06,,0,0,3.949993E-05
